Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,LATITUDE,LONGTITUED,dep,catr,voie,v1,v2,circ,nbv,pr,pr1,vosp,prof,plan,lartpc,larrout,surf,infra,situ,env1,CRASH_DATE,CRASH_TIME,DateTime,grav_min,grav_max,count,gravMerged,severity
2.013E+11,2013,5,16,1705,1,1,1,2,2,189,ROCADE OUEST,M,45.43794,4.34154,420,3,201,,,3,4,5,500,0,1,1,0,70,2,0,1,99,5/16/2013,17:05,5/16/2013,2,2,1,0,0
2.015E+11,2015,12,7,1216,1,1,1,1,2,135,"NS, ATLANTIQUE ( BOULEVA",,nan,nan,440,4,0,,,2,1,,,0,1,1,0,0,1,0,0,99,12/7/2015,12:16,12/7/2015,1,2,2,0,0
2.013E+11,2013,7,29,503,3,1,1,3,6,117,A7-Sens Lyon versMarsei,,nan,nan,130,1,7,,,1,2,258,500,0,1,1,25,70,2,0,1,99,7/29/2013,5:03,7/29/2013,3,3,1,1,1
2.016E+11,2016,7,24,1705,1,2,1,1,3,260,"., JUIN(AVENUE DU MARECH",M,47.63114,-2.78061,560,4,0,,,2,2,,,0,1,1,0,0,1,0,1,99,7/24/2016,17:05,7/24/2016,1,2,2,0,0
2.014E+11,2014,8,7,1400,1,2,1,2,3,116,ROUTE DE SEVRES A NEUILL,,nan,nan,750,4,0,,,1,1,,,0,1,2,0,0,2,0,1,99,8/7/2014,14:00,8/7/2014,1,2,3,0,0
2.014E+11,2014,11,10,1715,1,1,1,3,1,203,,M,0,0,380,3,1085,,,2,2,62,900,0,2,3,0,76,2,0,1,99,11/10/2014,17:15,11/10/2014,2,2,2,0,0
2.014E+11,2014,7,13,1630,1,1,1,2,6,159,,M,45.78771,3.74269,420,3,101,,,3,2,4,900,0,0,3,0,57,2,0,3,0,7/13/2014,16:30,7/13/2014,1,3,2,1,1
2.013E+11,2013,4,29,1230,1,1,2,2,3,25,,M,46.3462,4.94003,10,3,58,,,2,2,4,135,0,0,1,0,60,2,0,1,99,4/29/2013,12:30,4/29/2013,3,3,2,2,1
2.013E+11,2013,4,26,1915,1,1,1,2,6,487,AUTOROUTE A 10,,nan,nan,330,1,10,,,3,6,534,600,0,1,1,20,0,2,0,1,99,4/26/2013,19:15,4/26/2013,1,2,4,0,0
2.016E+11,2016,3,10,1,3,1,1,2,2,728,,M,49.47799,1.01709,760,1,150,,,3,4,5,220,0,3,1,0,70,2,0,1,99,3/10/2016,0:01,3/10/2016,1,2,2,0,0
2.014E+11,2014,7,24,1430,1,1,1,1,7,347,,M,48.452,3.635,100,3,442,,,2,2,10,725,0,1,1,0,67,9,0,1,0,7/24/2014,14:30,7/24/2014,3,3,1,1,1
2.016E+11,2016,12,3,1510,1,1,1,1,3,33,CHARITE (ROUTE DE LA),M,47.09518,2.42465,180,4,,,,3,2,,,0,1,1,28,163,1,5,1,99,12/3/2016,15:10,12/3/2016,1,3,2,1,1
2.015E+11,2015,11,30,1730,5,1,2,1,3,304,CD 579,,nan,nan,140,3,0,,,2,2,3,200,0,1,1,0,110,1,0,1,0,11/30/2015,17:30,11/30/2015,1,3,2,1,1
2.014E+11,2014,10,11,1310,1,2,1,1,6,117,"68, AVENUE DE LA GRANDE",,nan,nan,750,4,0,,,1,1,,,0,1,1,0,0,1,0,1,99,10/11/2014,13:10,10/11/2014,1,2,2,0,0
2.015E+11,2015,11,15,1135,1,1,6,1,3,19,D9,M,43.47846,5.35608,130,3,9,,,0,1,,,0,2,1,100,55,1,3,1,0,11/15/2015,11:35,11/15/2015,1,2,2,0,0
2.015E+11,2015,2,28,1005,1,2,1,1,6,112,Chemin de Robert,M,43.82031,5.78774,40,4,,,,2,2,,,,1,1,,,1,0,1,99,2/28/2015,10:05,2/28/2015,1,3,2,1,1
2.014E+11,2014,2,1,415,3,1,1,1,6,416,,M,0,0,380,1,49,,,2,2,33,800,0,1,1,0,0,1,0,1,0,2/1/2014,4:15,2/1/2014,1,3,2,1,1
2.015E+11,2015,3,7,330,5,2,1,1,6,154,,M,45.8866,0.89701,870,3,941,,,2,2,66,15,0,2,1,0,0,1,0,4,99,3/7/2015,3:30,3/7/2015,1,3,3,2,1
2.014E+11,2014,3,21,1545,1,1,2,1,7,104,,M,0,0,770,2,4,,,3,0,19,400,0,1,1,3,10,1,0,1,0,3/21/2014,15:45,3/21/2014,4,4,1,1,1
2.013E+11,2013,12,29,1305,1,2,1,2,2,113,"55, AVENUE D IVRY",,nan,nan,750,4,0,,,1,2,,,0,1,1,0,90,1,0,1,0,12/29/2013,13:05,12/29/2013,1,2,2,0,0
2.015E+11,2015,9,3,805,1,2,2,1,3,70,CHARLES PEGUY (Rue),M,48.46084,1.49522,280,4,0,,,2,0,,,0,1,1,0,0,1,0,1,99,9/3/2015,8:05,9/3/2015,1,2,2,0,0
2.015E+11,2015,9,15,1700,1,1,1,1,4,555,VA007473 A62,,nan,nan,310,1,62,,,3,3,227,0,0,1,1,0,0,1,0,1,0,9/15/2015,17:00,9/15/2015,1,2,7,0,0
2.015E+11,2015,5,9,1557,1,2,1,1,1,56,"SANS, CHAILLOT RUE DES D",,nan,nan,250,4,0,,,2,2,,,0,0,0,0,0,1,0,1,99,5/9/2015,15:57,5/9/2015,1,2,2,0,0
2.016E+11,2016,7,5,1700,1,2,1,1,6,69,"160, SEMARD (AVENUE PIER",M,43.65283,6.92544,60,4,0,,,2,2,,,0,1,1,0,0,1,0,1,99,7/5/2016,17:00,7/5/2016,1,2,2,0,0
2.015E+11,2015,1,6,1030,1,2,2,1,6,108,GUYNEMER GEORGE (AVENUE),M,43.81088,4.66129,130,4,0,,,2,2,1,0,0,1,1,0,93,1,0,1,99,1/6/2015,10:30,1/6/2015,1,2,2,0,0
2.016E+11,2016,1,22,1800,5,2,3,3,6,26,FICATIER,,nan,nan,920,4,0,,,3,2,,,0,1,1,0,130,2,0,1,0,1/22/2016,18:00,1/22/2016,1,2,2,0,0
2.014E+11,2014,7,18,1815,1,1,2,7,3,160,CARREFOUR D979-D979E2,M,45.5688,2.03817,190,3,979,,,2,2,23,13,0,4,1,0,72,1,0,1,99,7/18/2014,18:15,7/18/2014,1,4,2,1,1
2.016E+11,2016,10,28,2235,5,2,7,1,6,112,"2, AVENUE DU TRONE",M,48.8482,2.39665,750,4,,,,2,4,,,0,1,1,20,230,1,0,1,99,10/28/2016,22:35,10/28/2016,1,2,2,0,0
2.015E+11,2015,11,19,1615,1,1,9,1,3,35,,M,0,0,830,3,559,,B,1,0,7,650,1,2,2,64,74,1,0,1,99,11/19/2015,16:15,11/19/2015,2,3,2,1,1
2.014E+11,2014,10,6,1950,5,2,1,2,6,112,"51, AVENUE DAUMESNIL",,nan,nan,750,4,0,,,0,0,,,0,1,1,0,0,2,0,4,0,10/6/2014,19:50,10/6/2014,1,2,2,0,0
2.014E+11,2014,7,3,620,1,2,2,1,3,46,MARECHAL LECLERC AVENUE,,nan,nan,930,2,,,,3,0,,,0,1,1,0,0,1,0,1,0,7/3/2014,6:20,7/3/2014,2,2,3,0,0
2.016E+11,2016,7,30,1615,1,2,1,1,6,225,RUE DU MENASCLE,M,44.0647,2.98769,120,4,2,,,2,1,,,0,3,4,0,57,1,0,1,99,7/30/2016,16:15,7/30/2016,3,3,1,1,1
2.015E+11,2015,9,15,2214,5,2,1,1,7,189,LECLERC GENERAL (AVENUE),M,43.83339,4.36776,300,4,,,,1,4,,,0,1,1,0,45,1,0,0,0,9/15/2015,22:14,9/15/2015,1,3,3,1,1
2.014E+11,2014,3,18,1644,1,1,1,1,2,16,RN2 (1),R,0,0,974,2,2,,,2,2,120,0,0,1,1,0,80,1,0,1,99,3/18/2014,16:44,3/18/2014,1,2,2,0,0
2.016E+11,2016,2,19,2120,5,2,1,1,2,117,"101, MONNET (AVENUE JEAN",M,43.42684,5.27807,130,4,0,,,3,2,,,0,1,1,0,0,1,0,1,99,2/19/2016,21:20,2/19/2016,2,2,3,0,0
2.015E+11,2015,2,25,1040,1,2,1,1,6,262,"0, JUIN (AVENUE MAREHAL)",M,43.18117,3.01432,110,4,0,,,2,2,,,0,1,1,0,100,1,0,1,99,2/25/2015,10:40,2/25/2015,1,3,2,1,1
2.013E+11,2013,1,17,800,2,1,1,8,1,307,,M,44.32782,-0.64816,400,3,43,,,2,0,37,0,0,1,1,0,70,2,0,1,0,1/17/2013,8:00,1/17/2013,1,3,2,1,1
2.015E+11,2015,6,5,530,1,1,1,1,6,167,,M,47.86972,1.72443,450,1,10,,,3,3,109,22,0,1,1,10,105,1,0,1,99,6/5/2015,5:30,6/5/2015,3,4,4,4,1
2.013E+11,2013,9,27,1845,1,1,1,1,1,9,,M,48.12352,2.04412,450,3,97,,,2,2,27,900,0,1,1,0,60,1,0,3,99,9/27/2013,18:45,9/27/2013,3,3,2,2,1
2.015E+11,2015,10,24,1900,5,2,1,9,2,265,46 rue Charles BURGEAT,M,48.54337,5.08952,520,3,335,,,2,2,,,0,1,1,0,62,1,5,1,0,10/24/2015,19:00,10/24/2015,1,3,2,1,1
2.015E+11,2015,7,18,1110,1,2,3,1,3,63,MAUBOURGUET/FONDAUDEGE,M,44.8493,-0.58434,330,4,,,,1,1,,,0,1,1,0,0,1,0,1,0,7/18/2015,11:10,7/18/2015,1,3,2,1,1
2.015E+11,2015,7,12,1300,1,2,1,1,3,288,avenue de la mer,M,43.7289,4.10716,340,4,,,,2,0,,,0,1,1,0,60,1,5,1,0,7/12/2015,13:00,7/12/2015,1,3,2,1,1
2.014E+11,2014,11,6,1310,1,2,1,1,3,4,"68, WILSON BD",,nan,nan,60,4,0,,,2,2,,,0,2,1,0,56,1,0,1,0,11/6/2014,13:10,11/6/2014,1,3,3,2,1
2.013E+11,2013,11,8,1530,1,2,1,2,6,66,BLOCK JEAN RICHARD,,nan,nan,930,4,0,,,3,2,0,1,0,1,1,0,0,0,0,1,0,11/8/2013,15:30,11/8/2013,3,3,1,1,1
2.016E+11,2016,4,24,1830,1,1,1,2,5,196,N3,M,48.943,2.755,770,2,3,,,3,0,11,800,0,1,1,0,70,2,0,1,99,4/24/2016,18:30,4/24/2016,1,2,8,0,0
2.016E+11,2016,12,28,2000,3,1,1,1,6,433,,M,43.4735,0.74275,320,3,12,,,2,0,30,776,0,1,1,0,0,1,0,3,0,12/28/2016,20:00,12/28/2016,3,3,1,1,1
2.013E+11,2013,9,14,1715,1,2,1,3,2,261,76 BD JEAN ROYER,,nan,nan,370,4,0,,,2,2,,,2,1,1,0,80,2,0,1,0,9/14/2013,17:15,9/14/2013,1,3,3,1,1
2.016E+11,2016,8,19,1515,1,2,1,1,3,482,"0, DAUPHINE (PROMENADE)",,nan,nan,670,4,0,,,2,2,,,1,1,1,0,0,1,0,5,0,8/19/2016,15:15,8/19/2016,2,2,2,0,0
2.016E+11,2016,11,27,1815,5,2,1,1,6,80,AVENUE JOFFRE,M,0,0,480,3,906,,,2,2,54,140,0,1,1,0,60,1,2,1,99,11/27/2016,18:15,11/27/2016,1,3,4,1,1
2.013E+11,2013,6,14,1025,1,2,2,1,3,80,PAUL DEROULEDE (AV),,nan,nan,940,4,0,,,2,2,,,0,1,1,0,0,0,5,1,99,6/14/2013,10:25,6/14/2013,2,2,3,0,0
2.016E+11,2016,1,15,1530,1,1,2,7,3,308,,M,48.71487,1.11058,280,3,117,,N,2,2,3,800,0,1,1,0,58,1,0,1,99,1/15/2016,15:30,1/15/2016,1,3,3,2,1
2.013E+11,2013,3,15,1120,1,2,3,9,7,32,VERDIER PIERRE (AV),M,43.34422,3.23034,340,3,28,,,2,2,1,50,0,2,1,0,119,9,0,1,0,3/15/2013,11:20,3/15/2013,1,3,2,1,1
2.013E+11,2013,6,2,1000,1,1,1,1,1,6,,R,0,0,974,2,3,,,2,0,14,940,0,2,2,0,77,1,0,1,99,6/2/2013,10:00,6/2/2013,1,4,2,1,1
2.013E+11,2013,12,17,1849,2,2,1,1,6,106,"36, BOULEVARD SAINT MICH",,nan,nan,750,4,0,,,3,4,,,3,2,1,0,160,1,0,1,0,12/17/2013,18:49,12/17/2013,2,2,2,0,0
2.016E+11,2016,7,9,1908,1,2,1,1,2,413,"44, QUAI CARNOT",M,48.28431,6.95367,880,4,0,,,2,2,,,2,1,1,0,60,1,0,1,0,7/9/2016,19:08,7/9/2016,3,3,1,1,1
2.016E+11,2016,10,18,740,5,1,1,1,4,234,D 2020,,nan,nan,450,3,2020,,,3,2,,,0,1,1,10,130,1,0,1,99,10/18/2016,7:40,10/18/2016,1,3,3,1,1
2.016E+11,2016,1,7,1545,1,2,1,1,3,109,"., QUAI DU MARQUIS D'AIG",M,47.202,-1.57631,440,4,,,,2,4,,,0,1,2,0,0,2,0,1,0,1/7/2016,15:45,1/7/2016,1,3,2,1,1
2.014E+11,2014,10,4,2120,5,2,1,1,6,121,"770, ABBAYE (RUE DE L')",,nan,nan,820,4,0,,,2,2,,,0,1,3,0,0,1,0,1,99,10/4/2014,21:20,10/4/2014,1,2,2,0,0
2.015E+11,2015,4,12,1550,1,2,1,1,1,43,"44, FONTAINEBLEAU (AV DE",,nan,nan,940,3,0,,,2,4,,,0,1,1,0,0,1,0,1,0,4/12/2015,15:50,4/12/2015,2,2,2,0,0
2.014E+11,2014,12,26,1700,2,2,1,1,6,71,REPUBLIQUE ( RUE DE LA ),M,43.40998,5.30907,130,4,0,,,1,1,,,0,2,1,0,35,1,0,1,99,12/26/2014,17:00,12/26/2014,1,2,2,0,0
2.013E+11,2013,2,28,1320,1,2,1,1,2,55,"317, COR PRESIDENT JOHN",M,43.27452,5.36121,130,4,0,,,2,2,,,0,1,3,0,0,1,0,1,3,2/28/2013,13:20,2/28/2013,1,3,2,1,1
2.014E+11,2014,7,26,2140,1,2,1,1,6,540,"45, QU DE PARIS",M,49.43699,1.09704,760,4,0,,,1,2,,,0,0,0,0,0,1,1,1,0,7/26/2014,21:40,7/26/2014,4,4,1,1,1
2.015E+11,2015,10,20,800,2,1,1,8,3,224,,M,48.51364,-1.85896,350,3,676,,,2,0,9,680,0,4,2,0,66,1,5,1,99,10/20/2015,8:00,10/20/2015,1,3,2,1,1
2.015E+11,2015,4,29,1710,1,2,1,2,3,305,"17, AV MARCEL LE MIGNOT",M,49.50246,0.21249,760,3,982,,,2,2,70,700,0,1,1,0,86,2,0,1,0,4/29/2015,17:10,4/29/2015,1,2,7,0,0
2.015E+11,2015,5,3,2230,5,2,1,1,3,160,AVENUE CROIX DES MAILLES,M,0,0,260,2,7,,,2,0,11,750,0,2,1,0,50,1,0,1,0,5/3/2015,22:30,5/3/2015,2,3,2,1,1
2.014E+11,2014,5,28,1640,1,2,2,2,6,106,"121, BOULEVARD RASPAIL",,nan,nan,750,4,0,,,3,2,,,0,1,1,80,68,2,0,1,3,5/28/2014,16:40,5/28/2014,1,2,2,0,0
2.014E+11,2014,5,15,1505,1,2,2,1,3,119,"5, RUE LALLY TOLLENDAL",,nan,nan,750,4,0,,,1,1,,,0,1,1,0,70,1,0,1,3,5/15/2014,15:05,5/15/2014,1,2,2,0,0
2.014E+11,2014,6,20,2115,1,1,1,1,1,12,LE MARCHAIS BLANC,M,0,0,370,3,757,,,2,2,6,700,0,2,2,0,63,1,0,1,99,6/20/2014,21:15,6/20/2014,3,3,2,2,1
2.015E+11,2015,8,21,1915,1,1,1,1,1,139,,M,49.16152,2.23582,600,3,1001,,,2,2,1,0,0,2,3,0,0,1,0,1,99,8/21/2015,19:15,8/21/2015,1,3,2,1,1
2.014E+11,2014,10,12,1950,2,2,1,1,7,589,ROSSAYS (RUE DES),,nan,nan,910,4,0,,,2,2,0,0,0,1,4,0,0,1,0,0,99,10/12/2014,19:50,10/12/2014,2,2,1,0,0
2.016E+11,2016,1,29,405,4,1,1,1,7,9,ROUTE NATIONALE 227,M,50.64844,3.145,590,1,227,,,3,4,6,0,0,1,2,20,140,1,0,1,99,1/29/2016,4:05,1/29/2016,2,2,1,0,0
2.014E+11,2014,5,30,1130,1,2,1,1,3,387,"4 bis, RUE DE L UNIVERSI",,nan,nan,690,4,0,,,1,3,,,3,1,1,0,90,1,0,1,3,5/30/2014,11:30,5/30/2014,1,2,3,0,0
2.013E+11,2013,5,10,1440,1,2,1,1,4,348,51 BD CHARLES DE GAULLE,M,43.309,-0.40879,640,4,,,,2,2,,,0,1,1,0,71,1,0,1,0,5/10/2013,14:40,5/10/2013,1,2,3,0,0
2.013E+11,2013,2,2,1800,3,1,1,4,6,93,,M,42.92923,1.70514,90,3,117,,,2,2,27,712,0,1,2,70,0,2,0,3,0,2/2/2013,18:00,2/2/2013,3,3,2,2,1
2.015E+11,2015,8,10,805,1,2,3,1,2,87,SULLY (PARKING),M,44.14224,4.80819,840,4,0,,,2,2,,,0,1,1,0,84,1,0,1,99,8/10/2015,8:05,8/10/2015,1,2,3,0,0
2.013E+11,2013,2,7,2250,3,1,1,1,6,26,CD 48 A,,nan,nan,130,3,48,,A,2,0,,,0,1,3,0,0,1,0,1,99,2/7/2013,22:50,2/7/2013,3,3,1,1,1
2.016E+11,2016,1,16,1410,1,2,1,1,5,18,AUGE (BOULEVARD MARC ET,M,47.56965,1.34052,410,3,951,,,2,2,32,320,0,1,3,0,0,1,0,1,99,1/16/2016,14:10,1/16/2016,1,4,10,3,1
2.013E+11,2013,1,2,1835,5,2,1,1,7,89,21 AVENUE De BARBEZIEUX,M,45.68671,-0.32907,160,4,0,,,2,2,0,,0,1,1,0,61,1,0,1,99,1/2/2013,18:35,1/2/2013,1,3,2,1,1
2.015E+11,2015,2,19,750,2,2,1,1,6,55,"24, BD DE LA LIMITE",M,43.37361,5.36723,130,4,0,,,2,1,,,0,1,2,0,0,1,0,1,0,2/19/2015,7:50,2/19/2015,1,2,2,0,0
2.014E+11,2014,11,7,945,1,1,1,2,7,346,AUTOROUTE A22,,nan,nan,590,1,22,,,3,8,2,900,0,1,2,0,280,2,3,1,99,11/7/2014,9:45,11/7/2014,3,3,1,1,1
2.013E+11,2013,10,28,930,1,2,2,2,3,77,"25, ROSES (AVENUE DES)",,nan,nan,930,4,0,,,1,1,,,0,1,1,0,0,2,0,1,99,10/28/2013,9:30,10/28/2013,1,2,2,0,0
2.013E+11,2013,7,12,300,3,1,1,1,7,204,,M,47.969,0.692,720,3,249,,,2,2,12,872,0,1,3,0,48,1,0,3,0,7/12/2013,3:00,7/12/2013,3,3,1,1,1
2.016E+11,2016,2,1,1540,1,2,3,8,6,103,"64, RUE DE TURENNE",M,48.8594,2.36451,750,4,,,,2,2,,,0,1,1,0,100,1,0,1,3,2/1/2016,15:40,2/1/2016,2,2,1,0,0
2.014E+11,2014,5,29,1744,1,1,3,1,3,102,"71, ROUTE DE RIBERAC",M,45.1962,0.651,240,3,710,,,2,2,30,380,0,1,1,0,70,1,0,1,99,5/29/2014,17:44,5/29/2014,1,3,3,2,1
2.014E+11,2014,5,16,1810,1,1,1,1,2,318,ROCADE A 630,,nan,nan,330,1,630,,,3,4,24,200,0,1,1,30,140,1,0,1,99,5/16/2014,18:10,5/16/2014,1,3,2,1,1
2.013E+11,2013,7,4,900,1,2,1,1,3,113,PORTE DE GENTILLY,,nan,nan,750,4,0,,,1,4,3,600,0,3,1,15,140,1,0,1,0,7/4/2013,9:00,7/4/2013,1,2,2,0,0
2.013E+11,2013,7,28,1100,1,1,1,1,1,204,Kergreguen,M,48.5154,-4.23225,290,4,0,,,2,0,0,0,0,1,3,0,62,1,0,1,0,7/28/2013,11:00,7/28/2013,1,3,3,1,1
2.016E+11,2016,9,18,1745,2,1,1,2,3,138,,M,0,0,10,3,991,,A,2,0,,,0,2,1,0,61,2,0,1,99,9/18/2016,17:45,9/18/2016,3,3,2,2,1
2.013E+11,2013,10,18,1710,1,2,2,1,3,19,"., QUIMPER (154 ET 173 A",M,48.40088,-4.45133,290,9,0,,,2,2,,,0,1,1,0,87,1,0,1,0,10/18/2013,17:10,10/18/2013,1,2,2,0,0
2.014E+11,2014,4,22,1525,1,2,1,1,6,118,"89, RUE DE LA CHAPELLE",,nan,nan,750,4,0,,,2,0,,,0,1,1,0,0,1,0,1,0,4/22/2014,15:25,4/22/2014,1,2,2,0,0
2.015E+11,2015,2,10,2310,5,2,2,1,2,116,ALLEE DE LA REINE MARGUE,,nan,nan,750,4,0,,,2,2,,,0,1,1,0,0,1,0,1,99,2/10/2015,23:10,2/10/2015,1,2,2,0,0
2.014E+11,2014,6,26,900,1,1,1,1,4,22,A86 INT,M,48.7766,2.41889,940,1,86,,,3,3,29,900,0,1,1,20,270,1,0,1,99,6/26/2014,9:00,6/26/2014,1,2,6,0,0
2.015E+11,2015,3,5,820,2,2,1,1,3,99,"44, JAURES ( JEAN )",M,50.2634,2.78928,620,3,5,,,2,2,,,0,2,1,0,0,1,0,1,99,3/5/2015,8:20,3/5/2015,1,3,2,1,1
2.016E+11,2016,3,15,2150,5,2,7,1,3,118,"66, BOULEVARD ORNANO",M,48.896,2.34594,750,4,,,,2,2,,,3,1,1,130,70,1,0,1,0,3/15/2016,21:50,3/15/2016,1,3,3,1,1
2.015E+11,2015,10,13,2223,5,2,1,1,6,117,BOULEVARD DE DOUAUMONT,,nan,nan,750,4,0,,,1,1,,,0,1,1,0,0,1,0,1,0,10/13/2015,22:23,10/13/2015,2,2,1,0,0
2.013E+11,2013,11,8,1805,5,2,1,8,3,59,"00, LENINE (AVENUE) N?36",,nan,nan,930,2,,,,0,2,,,0,0,0,0,0,2,0,0,0,11/8/2013,18:05,11/8/2013,1,2,2,0,0
2.014E+11,2014,7,15,1515,1,2,3,1,3,11,LECLERC / GROSS,M,48.7738,2.4875,940,3,284,,,2,2,,,0,1,1,0,60,1,0,1,99,7/15/2014,15:15,7/15/2014,1,2,2,0,0
2.015E+11,2015,6,10,1815,1,2,1,1,3,109,"35, DERVALLIERES ( RUE D",M,47.22225,-1.58238,440,4,0,,,2,2,,,1,1,1,0,0,1,0,1,0,6/10/2015,18:15,6/10/2015,1,3,2,1,1
2.013E+11,2013,11,8,1824,5,2,1,2,7,116,BOULEVARD PERIPHERIQUE,,nan,nan,750,4,0,,,3,8,12,0,0,1,1,0,0,2,0,1,0,11/8/2013,18:24,11/8/2013,2,2,1,0,0
2.014E+11,2014,4,29,1230,1,2,1,1,7,518,14 rue de vismes,M,0,0,800,3,190,,,2,2,15,300,0,1,1,0,58,1,0,1,0,4/29/2014,12:30,4/29/2014,3,3,1,1,1
2.014E+11,2014,2,20,10,3,1,1,1,7,1,A51-Sens Aix en Provence,,nan,nan,130,1,51,,,1,3,16,800,0,1,3,10,100,1,0,1,0,2/20/2014,0:10,2/20/2014,2,2,1,0,0
2.013E+11,2013,10,4,840,1,2,1,8,6,77,"62, PAUL BERT (R)",,nan,nan,940,4,0,,,2,0,,,0,0,0,0,0,0,0,1,0,10/4/2013,8:40,10/4/2013,1,2,2,0,0
2.014E+11,2014,2,26,1140,1,2,1,8,6,69,"257, SAINT MATHIEU (ROUT",,nan,nan,60,4,0,,,2,2,,,0,0,0,0,0,2,0,1,99,2/26/2014,11:40,2/26/2014,2,2,1,0,0
2.015E+11,2015,11,15,2020,3,2,1,1,1,66,"79, GAILLARD (RUE ROBERT",M,46.80604,0.51993,860,3,21,,,2,2,18,170,0,2,1,0,0,1,0,1,99,11/15/2015,20:20,11/15/2015,2,2,2,0,0
2.016E+11,2016,2,10,945,1,2,7,1,4,105,PONT SAINT MICHEL,M,48.8538,2.34427,750,4,,,,0,3,,,0,1,1,0,175,1,2,1,99,2/10/2016,9:45,2/10/2016,1,2,5,0,0
2.015E+11,2015,3,14,55,5,2,4,1,1,33,"sans, GAUDIN - BLD AUGUS",M,0,0,202,4,0,,,2,2,,,0,3,1,0,77,1,0,1,99,3/14/2015,0:55,3/14/2015,1,3,2,1,1
2.015E+11,2015,8,4,1200,1,2,1,1,6,649,RUE DU PONT,M,48.72631,4.58415,510,4,0,,,2,2,,,0,1,1,0,56,1,0,1,99,8/4/2015,12:00,8/4/2015,1,2,2,0,0
2.014E+11,2014,1,28,1400,1,1,1,1,1,113,,M,0,0,370,3,42,,,2,2,4,812,0,0,1,0,53,1,0,1,0,1/28/2014,14:00,1/28/2014,1,3,2,1,1
2.016E+11,2016,8,3,1215,1,1,1,1,3,462,"34, ROCADE G.POMPIDOU (D",M,46.90092,6.34294,250,2,57,2,,2,0,70,200,0,2,1,0,0,1,0,1,99,8/3/2016,12:15,8/3/2016,1,2,3,0,0
2.013E+11,2013,1,8,1329,1,1,1,8,6,646,RN12,,nan,nan,780,2,12,,,0,3,25,0,0,1,2,0,0,1,0,1,0,1/8/2013,13:29,1/8/2013,3,3,1,1,1
2.013E+11,2013,6,14,1415,1,1,1,1,2,281,LA FRIELIERE,M,0,0,370,3,952,,,2,0,20,200,0,1,1,0,0,1,0,0,0,6/14/2013,14:15,6/14/2013,1,3,2,1,1
2.016E+11,2016,10,29,1816,2,2,1,1,6,246,LAMARTINE,M,47.43886,-0.4874,490,3,0,,,0,2,,,0,1,1,0,0,1,0,0,0,10/29/2016,18:16,10/29/2016,2,2,1,0,0
2.015E+11,2015,12,16,1020,1,2,2,1,6,44,"23, GEO.POMPIDOU(AVE) 21",,nan,nan,920,4,0,,,1,1,,,0,1,1,0,0,1,0,1,0,12/16/2015,10:20,12/16/2015,1,2,2,0,0
2.016E+11,2016,3,5,1930,5,2,1,1,6,112,ROUTE DE LA PYRAMIDE,M,48.837,2.44095,750,4,,,,2,2,,,0,1,1,0,0,1,0,1,99,3/5/2016,19:30,3/5/2016,2,3,2,1,1
2.013E+11,2013,3,13,725,1,1,1,1,4,71,A7-Sens Marseille vers L,,nan,nan,130,1,7,,,1,0,265,140,0,1,1,15,35,1,1,1,99,3/13/2013,7:25,3/13/2013,1,2,8,0,0
2.015E+11,2015,3,5,830,1,2,1,1,1,21,"117, GENERAL FOY (AVENUE",M,49.89017,2.28221,800,4,0,,,2,3,,,0,1,1,0,0,1,0,1,0,3/5/2015,8:30,3/5/2015,1,2,2,0,0
2.015E+11,2015,6,11,1415,1,2,1,1,2,114,"52, AVENUE DU GENERAL LE",,nan,nan,750,4,0,,,2,5,,,0,1,1,0,150,1,0,1,0,6/11/2015,14:15,6/11/2015,1,2,2,0,0
2.015E+11,2015,2,2,840,1,2,1,1,6,548,avenue de Calais,M,50.94745,1.93644,620,4,0,,,2,2,0,0,0,1,1,0,84,1,0,1,0,2/2/2015,8:40,2/2/2015,1,3,2,1,1
2.015E+11,2015,10,5,725,2,2,1,1,1,200,"51, RES EDMOND ROSTAND",M,44.8625,-0.67144,330,4,0,,,2,2,,,0,1,3,0,0,1,0,1,0,10/5/2015,7:25,10/5/2015,1,2,2,0,0
2.015E+11,2015,4,22,700,1,1,1,1,3,41,,M,44.1039,5.15574,840,3,974,,,2,2,10,496,0,1,2,0,95,1,0,1,0,4/22/2015,7:00,4/22/2015,2,4,2,1,1
2.015E+11,2015,11,27,2045,5,2,1,2,2,114,ROUTE NATIONALE 6,M,48.4018,2.29391,910,2,6,,,3,4,6,200,0,1,1,200,200,2,0,1,99,11/27/2015,20:45,11/27/2015,1,2,2,0,0
2.016E+11,2016,4,10,1000,1,2,1,1,6,137,"0, SIBLAS (AVE DE DE 555",M,43.13083,5.93794,830,4,0,,,2,2,,,0,3,1,0,80,1,0,1,99,4/10/2016,10:00,4/10/2016,1,2,2,0,0
2.014E+11,2014,10,30,2300,5,2,3,1,6,491,SALENGRO (RUE ROGER),,nan,nan,590,3,169,,,2,2,47,200,0,1,1,0,0,1,0,1,0,10/30/2014,23:00,10/30/2014,2,2,3,0,0
2.013E+11,2013,1,2,1000,1,1,1,2,6,81,,M,45.793,2.381,230,3,996,,,2,2,57,935,0,1,1,0,57,2,0,3,99,1/2/2013,10:00,1/2/2013,3,3,1,1,1
